genome_id	assembly_accession	sra_accession
573.20527	GCA_900501465.1	ERR1334477
573.20528	GCA_900501485.1	ERR1334476
573.20529	GCA_900501495.1	ERR1334474
573.20530	GCA_900501505.1	ERR1334475
573.20531	GCA_900501515.1	ERR1334485
573.20532	GCA_900501525.1	ERR1334492
573.20533	GCA_900501535.1	ERR1334482
573.20534	GCA_900501545.1	ERR1334424
573.20535	GCA_900501555.1	ERR1334494
573.20536	GCA_900501565.1	ERR1334496
573.20537	GCA_900501575.1	ERR1334425
573.20538	GCA_900501585.1	ERR1334497
573.20539	GCA_900501595.1	ERR1334499
573.20540	GCA_900501605.1	ERR1334504
573.20541	GCA_900501615.1	ERR1334500
573.20542	GCA_900501625.1	ERR1334503
573.20544	GCA_900501645.1	ERR1334506
573.20545	GCA_900501655.1	ERR1334511
573.20547	GCA_900501685.1	ERR1334509
573.20549	GCA_900501705.1	ERR1334581
573.20550	GCA_900501715.1	ERR1334590
573.20559	GCA_900501805.1	ERR1334591
573.20567	GCA_900501905.1	ERR1334592
573.20586	GCA_900502075.1	ERR1334594
573.20601	GCA_900502225.1	ERR1334596
573.20603	GCA_900502255.1	ERR1334582
573.20604	GCA_900502245.1	ERR1334597
573.20605	GCA_900502265.1	ERR1334599
573.20606	GCA_900502275.1	ERR1334598
573.20607	GCA_900502285.1	ERR1334600
573.20608	GCA_900502295.1	ERR1334601
573.20609	GCA_900502305.1	ERR1334602
573.20610	GCA_900502315.1	ERR1334603
573.20611	GCA_900502325.1	ERR1334605
573.20612	GCA_900502335.1	ERR1334604
573.20613	GCA_900502345.1	ERR1334583
573.20614	GCA_900502355.1	ERR1334610
573.20615	GCA_900502365.1	ERR1334607
573.20616	GCA_900502375.1	ERR1334609
573.20617	GCA_900502385.1	ERR1334606
573.20618	GCA_900502395.1	ERR1334611
573.20619	GCA_900502405.1	ERR1334618
573.20620	GCA_900502415.1	ERR1334613
573.20621	GCA_900502425.1	ERR1334619
573.20622	GCA_900502445.1	ERR1334616
573.20623	GCA_900502435.1	ERR1334617
573.20624	GCA_900502455.1	ERR1334627
573.20625	GCA_900502465.1	ERR1334584
573.20626	GCA_900502475.1	ERR1334621
573.20627	GCA_900502485.1	ERR1334620
573.20628	GCA_900502495.1	ERR1334631
573.20629	GCA_900502505.1	ERR1334585
573.20630	GCA_900502515.1	ERR1334632
573.20642	GCA_900502635.1	ERR1334587
573.20657	GCA_900502785.1	ERR1334589
573.20670	GCA_900502915.1	ERR1334740
573.20671	GCA_900502925.1	ERR1334741
573.20672	GCA_900502935.1	ERR1374960
573.20673	GCA_900502945.1	ERR1374861
573.20674	GCA_900502955.1	ERR1374961
573.20675	GCA_900502965.1	ERR1334743
573.20676	GCA_900502975.1	ERR1374975
573.20677	GCA_900502985.1	ERR1374976
573.20678	GCA_900502995.1	ERR1374963
573.20679	GCA_900503005.1	ERR1374980
573.20680	GCA_900503015.1	ERR1374978
573.20681	GCA_900503025.1	ERR1374988
573.20682	GCA_900503035.1	ERR1374983
573.20683	GCA_900503045.1	ERR1374989
573.20684	GCA_900503055.1	ERR1374993
573.20685	GCA_900503065.1	ERR1374873
573.20686	GCA_900503075.1	ERR1375002
573.20687	GCA_900503085.1	ERR1374994
573.20688	GCA_900503105.1	ERR1374995
573.20689	GCA_900503095.1	ERR1374998
573.20690	GCA_900503115.1	ERR1374875
573.20691	GCA_900503135.1	ERR1375004
573.20692	GCA_900503125.1	ERR1375008
573.20693	GCA_900503155.1	ERR1375020
573.20694	GCA_900503145.1	ERR1375016
573.20695	GCA_900503165.1	ERR1375017
573.20696	GCA_900503175.1	ERR1374876
573.20697	GCA_900503185.1	ERR1375030
573.20698	GCA_900503195.1	ERR1375031
573.20699	GCA_900503205.1	ERR1375022
573.20700	GCA_900503215.1	ERR1375035
573.20701	GCA_900503225.1	ERR1375021
573.20702	GCA_900503235.1	ERR1375039
573.20703	GCA_900503245.1	ERR1375037
573.20704	GCA_900503255.1	ERR1374878
573.20705	GCA_900503265.1	ERR1375043
573.20706	GCA_900503275.1	ERR1374879
573.20707	GCA_900503285.1	ERR1374862
573.20708	GCA_900503295.1	ERR1375048
573.20709	GCA_900503305.1	ERR1374880
573.20711	GCA_900503335.1	ERR1374884
573.20712	GCA_900503315.1	ERR1374881
573.20713	GCA_900503345.1	ERR1374883
573.20714	GCA_900503355.1	ERR1374887
573.20715	GCA_900503365.1	ERR1374891
573.20716	GCA_900503375.1	ERR1374888
573.20717	GCA_900503385.1	ERR1374863
573.20718	GCA_900503395.1	ERR1374895
573.20719	GCA_900503405.1	ERR1374894
573.20720	GCA_900503425.1	ERR1374897
573.20721	GCA_900503415.1	ERR1374890
573.20722	GCA_900503435.1	ERR1374896
573.20723	GCA_900503445.1	ERR1374900
573.20724	GCA_900503455.1	ERR1374898
573.20725	GCA_900503465.1	ERR1374902
573.20726	GCA_900503475.1	ERR1374899
573.20727	GCA_900503485.1	ERR1374901
573.20728	GCA_900503495.1	ERR1374903
573.20729	GCA_900503505.1	ERR1374904
573.20730	GCA_900503515.1	ERR1374905
573.20731	GCA_900503525.1	ERR1374906
573.20732	GCA_900503535.1	ERR1374908
573.20733	GCA_900503545.1	ERR1374907
573.20734	GCA_900503555.1	ERR1374909
573.20735	GCA_900503565.1	ERR1374910
573.20736	GCA_900503575.1	ERR1374911
573.20737	GCA_900503585.1	ERR1374917
573.20738	GCA_900503595.1	ERR1374919
573.20739	GCA_900503605.1	ERR1374913
573.20740	GCA_900503615.1	ERR1374914
573.20741	GCA_900503625.1	ERR1374912
573.20742	GCA_900503635.1	ERR1374915
573.20743	GCA_900503665.1	ERR1374920
573.20744	GCA_900503645.1	ERR1374918
573.20745	GCA_900503655.1	ERR1374916
573.20746	GCA_900503675.1	ERR1374866
573.20747	GCA_900503695.1	ERR1374926
573.20748	GCA_900503685.1	ERR1374921
573.20749	GCA_900503705.1	ERR1374923
573.20750	GCA_900503715.1	ERR1374922
573.20751	GCA_900503725.1	ERR1374924
573.20752	GCA_900503735.1	ERR1374928
573.20753	GCA_900503745.1	ERR1374927
573.20754	GCA_900503755.1	ERR1374929
573.20755	GCA_900503765.1	ERR1374947
573.20756	GCA_900503775.1	ERR1374936
573.20757	GCA_900503785.1	ERR1374935
573.20758	GCA_900503795.1	ERR1374931
573.20759	GCA_900503805.1	ERR1374869
573.20760	GCA_900503815.1	ERR1415555
573.20761	GCA_900503825.1	ERR1415554
573.20762	GCA_900503835.1	ERR1374954
573.20763	GCA_900503845.1	ERR1415562
573.20764	GCA_900503855.1	ERR1415565
573.20765	GCA_900503865.1	ERR1415556
573.20766	GCA_900503875.1	ERR1415466
573.20767	GCA_900503885.1	ERR1415564
573.20768	GCA_900503895.1	ERR1415571
573.20769	GCA_900503905.1	ERR1415569
573.20770	GCA_900503915.1	ERR1415570
573.20771	GCA_900503925.1	ERR1415573
573.20772	GCA_900503935.1	ERR1415574
573.20773	GCA_900503945.1	ERR1415467
573.20774	GCA_900503965.1	ERR1415582
573.20775	GCA_900503985.1	ERR1415581
573.20776	GCA_900503955.1	ERR1415578
573.20777	GCA_900503975.1	ERR1415580
573.20779	GCA_900504005.1	ERR1415585
573.20780	GCA_900504015.1	ERR1415586
573.20781	GCA_900504025.1	ERR1415584
573.20783	GCA_900504055.1	ERR1415587
573.20784	GCA_900504035.1	ERR1415590
573.20785	GCA_900504065.1	ERR1415469
573.20786	GCA_900504075.1	ERR1415593
573.20787	GCA_900504085.1	ERR1415592
573.20788	GCA_900504095.1	ERR1415594
573.20789	GCA_900504105.1	ERR1415599
573.20790	GCA_900504115.1	ERR1415595
573.20791	GCA_900504125.1	ERR1415602
573.20792	GCA_900504135.1	ERR1415600
573.20793	GCA_900504145.1	ERR1415603
573.20794	GCA_900504155.1	ERR1415604
573.20795	GCA_900504165.1	ERR1415470
573.20796	GCA_900504185.1	ERR1415607
573.20797	GCA_900504195.1	ERR1415609
573.20798	GCA_900504175.1	ERR1415605
573.20799	GCA_900504205.1	ERR1415608
573.20800	GCA_900504215.1	ERR1415610
573.20801	GCA_900504225.1	ERR1415614
573.20802	GCA_900504235.1	ERR1415612
573.20803	GCA_900504245.1	ERR1415471
573.20804	GCA_900504255.1	ERR1415611
573.20805	GCA_900504265.1	ERR1415613
573.20807	GCA_900504285.1	ERR1415616
573.20808	GCA_900504295.1	ERR1415617
573.20809	GCA_900504305.1	ERR1415618
573.20810	GCA_900504315.1	ERR1415619
573.20811	GCA_900504325.1	ERR1415620
573.20812	GCA_900504365.1	ERR1415623
573.20813	GCA_900504335.1	ERR1415621
573.20814	GCA_900504345.1	ERR1415472
573.20815	GCA_900504355.1	ERR1415624
573.20816	GCA_900504375.1	ERR1415622
573.20817	GCA_900504385.1	ERR1415626
573.20818	GCA_900504395.1	ERR1415625
573.20820	GCA_900504415.1	ERR1415627
573.20821	GCA_900504425.1	ERR1415631
573.20822	GCA_900504435.1	ERR1415632
573.20823	GCA_900504445.1	ERR1415473
573.20825	GCA_900504465.1	ERR1415633
573.20826	GCA_900504475.1	ERR1415635
573.20827	GCA_900504485.1	ERR1415636
573.20828	GCA_900504495.1	ERR1415638
573.20829	GCA_900504505.1	ERR1415637
573.20830	GCA_900504515.1	ERR1415479
573.20831	GCA_900504535.1	ERR1415475
573.20832	GCA_900504525.1	ERR1415474
573.20834	GCA_900504555.1	ERR1415481
573.20835	GCA_900504565.1	ERR1415458
573.20836	GCA_900504575.1	ERR1415484
573.20837	GCA_900504585.1	ERR1415486
573.20838	GCA_900504595.1	ERR1415489
573.20839	GCA_900504605.1	ERR1415485
573.20840	GCA_900504615.1	ERR1415488
573.20841	GCA_900504625.1	ERR1415490
573.20842	GCA_900504635.1	ERR1415491
573.20843	GCA_900504645.1	ERR1415492
573.20844	GCA_900504655.1	ERR1415459
573.20845	GCA_900504675.1	ERR1415515
573.20846	GCA_900504665.1	ERR1415487
573.20847	GCA_900504695.1	ERR1415518
573.20848	GCA_900504685.1	ERR1415497
573.20849	GCA_900504705.1	ERR1415499
573.20850	GCA_900504715.1	ERR1415522
573.20851	GCA_900504735.1	ERR1415476
573.20852	GCA_900504725.1	ERR1415460
573.20853	GCA_900504745.1	ERR1415524
573.20854	GCA_900504755.1	ERR1415482
573.20855	GCA_900504765.1	ERR1415463
573.20856	GCA_900504775.1	ERR1415533
573.20857	GCA_900504785.1	ERR1415529
573.20858	GCA_900504795.1	ERR1415525
573.20859	GCA_900504805.1	ERR1415536
573.20860	GCA_900504815.1	ERR1415535
573.20861	GCA_900504825.1	ERR1415538
573.20862	GCA_900504835.1	ERR1415548
573.20863	GCA_900504845.1	ERR1415540
573.20864	GCA_900504855.1	ERR1415464
573.20865	GCA_900504865.1	ERR1415542
573.20866	GCA_900504875.1	ERR1415539
573.20867	GCA_900504885.1	ERR1415649
573.20868	GCA_900504895.1	ERR1415552
573.20869	GCA_900504905.1	ERR1415549
573.20871	GCA_900504925.1	ERR1415739
573.20872	GCA_900504935.1	ERR1415740
573.20873	GCA_900504955.1	ERR1415746
573.20874	GCA_900504945.1	ERR1415741
573.20875	GCA_900504965.1	ERR1415747
573.20876	GCA_900504975.1	ERR1415742
573.20877	GCA_900504985.1	ERR1415744
573.20878	GCA_900504995.1	ERR1415750
573.20879	GCA_900505005.1	ERR1415749
573.20880	GCA_900505015.1	ERR1415748
573.20881	GCA_900505025.1	ERR1415751
573.20882	GCA_900505035.1	ERR1415752
573.20883	GCA_900505055.1	ERR1415756
573.20884	GCA_900505045.1	ERR1415754
573.20885	GCA_900505065.1	ERR1415757
573.20886	GCA_900505085.1	ERR1415755
573.20887	GCA_900505075.1	ERR1415651
573.20888	GCA_900505095.1	ERR1415758
573.20889	GCA_900505105.1	ERR1415762
573.20890	GCA_900505115.1	ERR1415761
573.20891	GCA_900505125.1	ERR1415763
573.20892	GCA_900505135.1	ERR1415759
573.20893	GCA_900505145.1	ERR1415764
573.20894	GCA_900505155.1	ERR1415766
573.20895	GCA_900505165.1	ERR1415768
573.20896	GCA_900505175.1	ERR1415652
573.20897	GCA_900505185.1	ERR1415769
573.20898	GCA_900505195.1	ERR1415765
573.20899	GCA_900505205.1	ERR1415771
573.20900	GCA_900505215.1	ERR1415770
573.20901	GCA_900505225.1	ERR1415774
573.20902	GCA_900505235.1	ERR1415773
573.20903	GCA_900505245.1	ERR1415777
573.20904	GCA_900505255.1	ERR1415775
573.20905	GCA_900505265.1	ERR1415778
573.20906	GCA_900505275.1	ERR1415776
573.20907	GCA_900505285.1	ERR1415780
573.20908	GCA_900505295.1	ERR1415779
573.20909	GCA_900505305.1	ERR1415653
573.20910	GCA_900505315.1	ERR1415781
573.20911	GCA_900505325.1	ERR1415784
573.20912	GCA_900505335.1	ERR1415786
573.20913	GCA_900505355.1	ERR1415785
573.20914	GCA_900505345.1	ERR1415782
573.20915	GCA_900505385.1	ERR1415790
573.20916	GCA_900505395.1	ERR1415793
573.20917	GCA_900505375.1	ERR1415789
573.20918	GCA_900505365.1	ERR1415654
573.20919	GCA_900505405.1	ERR1415798
573.20920	GCA_900505415.1	ERR1415794
573.20921	GCA_900505425.1	ERR1415799
573.20922	GCA_900505435.1	ERR1415797
573.20923	GCA_900505445.1	ERR1415801
573.20924	GCA_900505465.1	ERR1415803
573.20925	GCA_900505455.1	ERR1415802
573.20926	GCA_900505475.1	ERR1415656
573.20927	GCA_900505485.1	ERR1415807
573.20928	GCA_900505495.1	ERR1415804
573.20929	GCA_900505505.1	ERR1415806
573.20930	GCA_900505515.1	ERR1415805
573.20931	GCA_900505525.1	ERR1415809
573.20932	GCA_900505535.1	ERR1415813
573.20933	GCA_900505545.1	ERR1415814
573.20934	GCA_900505555.1	ERR1415820
573.20935	GCA_900505565.1	ERR1415815
573.20936	GCA_900505575.1	ERR1415657
573.20937	GCA_900505595.1	ERR1415822
573.20938	GCA_900505585.1	ERR1415819
573.20939	GCA_900505605.1	ERR1415658
573.20940	GCA_900505615.1	ERR1415824
573.20941	GCA_900505625.1	ERR1415659
573.20942	GCA_900505635.1	ERR1415661
573.20943	GCA_900505645.1	ERR1415660
573.20944	GCA_900505655.1	ERR1415666
573.20945	GCA_900505665.1	ERR1415665
573.20946	GCA_900505675.1	ERR1415663
573.20947	GCA_900505685.1	ERR1415668
573.20949	GCA_900505705.1	ERR1415670
573.20951	GCA_900505725.1	ERR1415671
573.20952	GCA_900505735.1	ERR1415672
573.20953	GCA_900505755.1	ERR1415678
573.20954	GCA_900505745.1	ERR1415677
573.20955	GCA_900505765.1	ERR1415674
573.20956	GCA_900505775.1	ERR1415675
573.20957	GCA_900505785.1	ERR1415673
573.20958	GCA_900505795.1	ERR1415680
573.20959	GCA_900505815.1	ERR1415681
573.20960	GCA_900505805.1	ERR1415643
573.20961	GCA_900505825.1	ERR1415682
573.20962	GCA_900505835.1	ERR1415683
573.20963	GCA_900505845.1	ERR1415687
573.20964	GCA_900505855.1	ERR1415644
573.20965	GCA_900505865.1	ERR1415685
573.20966	GCA_900505875.1	ERR1415695
573.20967	GCA_900505885.1	ERR1415693
573.20968	GCA_900505895.1	ERR1415689
573.20969	GCA_900505905.1	ERR1415692
573.20970	GCA_900505915.1	ERR1415684
573.20971	GCA_900505935.1	ERR1415700
573.20972	GCA_900505945.1	ERR1415699
573.20973	GCA_900505925.1	ERR1415696
573.20974	GCA_900505955.1	ERR1415645
573.20975	GCA_900505965.1	ERR1415704
573.20976	GCA_900505975.1	ERR1415706
573.20978	GCA_900505995.1	ERR1415705
573.20979	GCA_900506015.1	ERR1415711
573.20980	GCA_900506005.1	ERR1415707
573.20981	GCA_900506025.1	ERR1415710
573.20982	GCA_900506035.1	ERR1415709
573.20983	GCA_900506045.1	ERR1415713
573.20984	GCA_900506055.1	ERR1415712
573.20985	GCA_900506065.1	ERR1415715
573.20986	GCA_900506075.1	ERR1415714
573.20987	GCA_900506085.1	ERR1415717
573.20988	GCA_900506095.1	ERR1415716
573.20989	GCA_900506105.1	ERR1415720
573.20990	GCA_900506115.1	ERR1415718
573.20991	GCA_900506125.1	ERR1415723
573.20992	GCA_900506135.1	ERR1415721
573.20993	GCA_900506145.1	ERR1415647
573.20994	GCA_900506155.1	ERR1415724
573.20995	GCA_900506165.1	ERR1415726
573.20996	GCA_900506175.1	ERR1415727
573.20997	GCA_900506185.1	ERR1415648
573.20998	GCA_900506195.1	ERR1415728
573.20999	GCA_900506205.1	ERR1415732
573.21000	GCA_900506215.1	ERR1415733
573.21001	GCA_900506225.1	ERR1415731
573.21002	GCA_900506235.1	ERR1415734
573.21003	GCA_900506245.1	ERR1415737
573.21004	GCA_900506255.1	ERR1415735
573.21005	GCA_900506265.1	ERR1514846
573.21006	GCA_900506275.1	ERR1415738
573.21007	GCA_900506285.1	ERR1514855
573.21008	GCA_900506295.1	ERR1514951
573.21009	GCA_900506305.1	ERR1514955
573.21010	GCA_900506315.1	ERR1514952
573.21011	GCA_900506325.1	ERR1514959
573.21012	GCA_900506335.1	ERR1514857
573.21013	GCA_900506345.1	ERR1514964
573.21014	GCA_900506355.1	ERR1514961
573.21015	GCA_900506365.1	ERR1514960
573.21016	GCA_900506385.1	ERR1514973
573.21017	GCA_900506405.1	ERR1514981
573.21018	GCA_900506395.1	ERR1514966
573.21019	GCA_900506415.1	ERR1514858
573.21020	GCA_900506375.1	ERR1514971
573.21021	GCA_900506425.1	ERR1514979
573.21022	GCA_900506435.1	ERR1514982
573.21023	GCA_900506445.1	ERR1514984
573.21024	GCA_900506455.1	ERR1514859
573.21025	GCA_900506465.1	ERR1514950
573.21026	GCA_900506475.1	ERR1514985
573.21027	GCA_900506485.1	ERR1514987
573.21029	GCA_900506505.1	ERR1514993
573.21030	GCA_900506515.1	ERR1514995
573.21031	GCA_900506525.1	ERR1514990
573.21032	GCA_900506535.1	ERR1514996
573.21033	GCA_900506545.1	ERR1514992
573.21034	GCA_900506555.1	ERR1514997
573.21035	GCA_900506565.1	ERR1515000
573.21036	GCA_900506575.1	ERR1514998
573.21037	GCA_900506585.1	ERR1515001
573.21038	GCA_900506595.1	ERR1514999
573.21039	GCA_900506605.1	ERR1514860
573.21041	GCA_900506625.1	ERR1514866
573.21042	GCA_900506635.1	ERR1514865
573.21043	GCA_900506645.1	ERR1514862
573.21044	GCA_900506665.1	ERR1514864
573.21045	GCA_900506655.1	ERR1514870
573.21046	GCA_900506675.1	ERR1515003
573.21047	GCA_900506685.1	ERR1514867
573.21048	GCA_900506705.1	ERR1514874
573.21049	GCA_900506695.1	ERR1514873
573.21050	GCA_900506715.1	ERR1514871
573.21051	GCA_900506725.1	ERR1514872
573.21052	GCA_900506735.1	ERR1514877
573.21053	GCA_900506745.1	ERR1514876
573.21054	GCA_900506755.1	ERR1514848
573.21055	GCA_900506765.1	ERR1514882
573.21056	GCA_900506775.1	ERR1514887
573.21057	GCA_900506785.1	ERR1514849
573.21058	GCA_900506795.1	ERR1514885
573.21059	GCA_900506805.1	ERR1514886
573.21060	GCA_900506815.1	ERR1514884
573.21061	GCA_900506825.1	ERR1514893
573.21062	GCA_900506835.1	ERR1514892
573.21063	GCA_900506845.1	ERR1514890
573.21064	GCA_900506855.1	ERR1514896
573.21065	GCA_900506865.1	ERR1514850
573.21066	GCA_900506875.1	ERR1514895
573.21067	GCA_900506885.1	ERR1514900
573.21068	GCA_900506905.1	ERR1514898
573.21069	GCA_900506895.1	ERR1514897
573.21070	GCA_900506915.1	ERR1514901
573.21071	GCA_900506925.1	ERR1514899
573.21072	GCA_900506935.1	ERR1514904
573.21073	GCA_900506945.1	ERR1514903
573.21074	GCA_900506955.1	ERR1514902
573.21076	GCA_900506975.1	ERR1514905
573.21077	GCA_900506995.1	ERR1514912
573.21078	GCA_900506985.1	ERR1514909
573.21079	GCA_900507005.1	ERR1514913
573.21080	GCA_900507025.1	ERR1514906
573.21081	GCA_900507015.1	ERR1514911
573.21082	GCA_900507035.1	ERR1514914
573.21084	GCA_900507055.1	ERR1514918
573.21085	GCA_900507065.1	ERR1514920
573.21086	GCA_900507075.1	ERR1514919
573.21087	GCA_900507085.1	ERR1514926
573.21088	GCA_900507095.1	ERR1514924
573.21089	GCA_900507105.1	ERR1514925
573.21090	GCA_900507115.1	ERR1514927
573.21091	GCA_900507125.1	ERR1514923
573.21092	GCA_900507135.1	ERR1514921
573.21093	GCA_900507145.1	ERR1514928
573.21094	GCA_900507155.1	ERR1514929
573.21095	GCA_900507165.1	ERR1514934
573.21096	GCA_900507175.1	ERR1514938
573.21097	GCA_900507195.1	ERR1514937
573.21098	GCA_900507185.1	ERR1514854
573.21099	GCA_900507205.1	ERR1514940
573.21100	GCA_900507215.1	ERR1514944
573.21101	GCA_900507225.1	ERR1541259
573.21102	GCA_900507235.1	ERR1514939
573.21103	GCA_900507245.1	ERR1541358
573.21104	GCA_900507255.1	ERR1541362
573.21105	GCA_900507265.1	ERR1541360
573.21106	GCA_900507275.1	ERR1541367
573.21107	GCA_900507285.1	ERR1541363
573.21108	GCA_900507295.1	ERR1541371
573.21109	GCA_900507305.1	ERR1541373
573.21110	GCA_900507325.1	ERR1541377
573.21111	GCA_900507335.1	ERR1541380
573.21112	GCA_900507315.1	ERR1541368
573.21113	GCA_900507345.1	ERR1541270
573.21114	GCA_900507355.1	ERR1541376
573.21115	GCA_900507365.1	ERR1541382
573.21116	GCA_900507375.1	ERR1541387
573.21117	GCA_900507385.1	ERR1541384
573.21118	GCA_900507395.1	ERR1541385
573.21119	GCA_900507405.1	ERR1541388
573.21120	GCA_900507415.1	ERR1541390
573.21121	GCA_900507425.1	ERR1541401
573.21122	GCA_900507435.1	ERR1541396
573.21123	GCA_900507445.1	ERR1541402
573.21124	GCA_900507455.1	ERR1541392
573.21125	GCA_900507465.1	ERR1541394
573.21126	GCA_900507475.1	ERR1541403
573.21127	GCA_900507485.1	ERR1541407
573.21128	GCA_900507495.1	ERR1541404
573.21129	GCA_900507525.1	ERR1541277
573.21130	GCA_900507515.1	ERR1541408
573.21131	GCA_900507535.1	ERR1541411
573.21132	GCA_900507505.1	ERR1541409
573.21133	GCA_900507545.1	ERR1541412
573.21134	GCA_900507555.1	ERR1541410
573.21135	GCA_900507565.1	ERR1541260
573.21136	GCA_900507575.1	ERR1541281
573.21137	GCA_900507585.1	ERR1541414
573.21138	GCA_900507595.1	ERR1541261
573.21139	GCA_900507605.1	ERR1541286
573.21140	GCA_900507615.1	ERR1541282
573.21141	GCA_900507625.1	ERR1541288
573.21142	GCA_900507635.1	ERR1541289
573.21143	GCA_900507645.1	ERR1541284
573.21144	GCA_900507655.1	ERR1541291
573.21145	GCA_900507675.1	ERR1541292
573.21146	GCA_900507665.1	ERR1541290
573.21147	GCA_900507685.1	ERR1541293
573.21148	GCA_900507695.1	ERR1541297
573.21149	GCA_900507705.1	ERR1541294
573.21150	GCA_900507715.1	ERR1541296
573.21151	GCA_900507725.1	ERR1541262
573.21152	GCA_900507735.1	ERR1541303
573.21153	GCA_900507745.1	ERR1541305
573.21154	GCA_900507755.1	ERR1541263
573.21155	GCA_900507775.1	ERR1541307
573.21156	GCA_900507765.1	ERR1541309
573.21157	GCA_900507785.1	ERR1541314
573.21158	GCA_900507795.1	ERR1541304
573.21159	GCA_900507805.1	ERR1541317
573.21160	GCA_900507815.1	ERR1541315
573.21161	GCA_900507825.1	ERR1541264
573.21162	GCA_900507835.1	ERR1541318
573.21163	GCA_900507845.1	ERR1541319
573.21164	GCA_900507855.1	ERR1541320
573.21165	GCA_900507865.1	ERR1541322
573.21166	GCA_900507875.1	ERR1541325
573.21167	GCA_900507885.1	ERR1541265
573.21168	GCA_900507895.1	ERR1541324
573.21169	GCA_900507905.1	ERR1541329
573.21170	GCA_900507915.1	ERR1541331
573.21171	GCA_900507925.1	ERR1541330
573.21172	GCA_900507945.1	ERR1541332
573.21173	GCA_900507935.1	ERR1541327
573.21174	GCA_900507955.1	ERR1541333
573.21175	GCA_900507965.1	ERR1541334
573.21176	GCA_900507975.1	ERR1541335
573.21177	GCA_900507985.1	ERR1541336
573.21178	GCA_900507995.1	ERR1541266
573.21179	GCA_900508005.1	ERR1541339
573.21180	GCA_900508015.1	ERR1541342
573.21181	GCA_900508035.1	ERR1541347
573.21182	GCA_900508055.1	ERR1541345
573.21183	GCA_900508025.1	ERR1541343
573.21184	GCA_900508065.1	ERR1541349
573.21185	GCA_900508045.1	ERR1541344
573.21186	GCA_900508075.1	ERR1541351
573.21187	GCA_900508085.1	ERR1541348
573.21188	GCA_900508095.1	ERR1541353
573.21189	GCA_900508105.1	ERR1541352
573.21190	GCA_900508115.1	ERR1541357
573.21191	GCA_900508125.1	ERR1541354
573.21192	GCA_900508135.1	ERR1541425
573.21193	GCA_900508145.1	ERR1541516
573.21194	GCA_900508155.1	ERR1541518
573.21195	GCA_900508165.1	ERR1541517
573.21196	GCA_900508175.1	ERR1541519
573.21197	GCA_900508185.1	ERR1541525
573.21198	GCA_900508195.1	ERR1541427
573.21199	GCA_900508205.1	ERR1541521
573.21200	GCA_900508215.1	ERR1541520
573.21201	GCA_900508225.1	ERR1541536
573.21202	GCA_900508235.1	ERR1541535
573.21203	GCA_900508245.1	ERR1541537
573.21204	GCA_900508265.1	ERR1541538
573.21205	GCA_900508255.1	ERR1541539
573.21206	GCA_900508275.1	ERR1541543
573.21207	GCA_900508285.1	ERR1541541
573.21208	GCA_900508295.1	ERR1541540
573.21209	GCA_900508305.1	ERR1541542
573.21210	GCA_900508315.1	ERR1541544
573.21211	GCA_900508325.1	ERR1541545
573.21212	GCA_900508335.1	ERR1541546
573.21213	GCA_900508345.1	ERR1541548
573.21214	GCA_900508355.1	ERR1541547
573.21215	GCA_900508365.1	ERR1541550
573.21216	GCA_900508385.1	ERR1541551
573.21217	GCA_900508375.1	ERR1541549
573.21218	GCA_900508405.1	ERR1541429
573.21219	GCA_900508395.1	ERR1541554
573.21220	GCA_900508415.1	ERR1541555
573.21221	GCA_900508425.1	ERR1541553
573.21222	GCA_900508455.1	ERR1541564
573.21223	GCA_900508435.1	ERR1541556
573.21224	GCA_900508445.1	ERR1541557
573.21225	GCA_900508465.1	ERR1541562
573.21226	GCA_900508475.1	ERR1541559
573.21227	GCA_900508485.1	ERR1541563
573.21228	GCA_900508495.1	ERR1541565
573.21229	GCA_900508505.1	ERR1541430
573.21230	GCA_900508515.1	ERR1541566
573.21231	GCA_900508525.1	ERR1541568
573.21232	GCA_900508535.1	ERR1541570
573.21233	GCA_900508545.1	ERR1541569
573.21234	GCA_900508555.1	ERR1541567
573.21235	GCA_900508565.1	ERR1541571
573.21236	GCA_900508575.1	ERR1541431
573.21237	GCA_900508585.1	ERR1541434
573.21238	GCA_900508595.1	ERR1541432
573.21239	GCA_900508605.1	ERR1541438
573.21240	GCA_900508615.1	ERR1541437
573.21241	GCA_900508625.1	ERR1541435
573.21242	GCA_900508635.1	ERR1541436
573.21243	GCA_900508645.1	ERR1541440
573.21244	GCA_900508655.1	ERR1541442
573.21245	GCA_900508665.1	ERR1541418
573.21246	GCA_900508675.1	ERR1541443
573.21247	GCA_900508685.1	ERR1541444
573.21248	GCA_900508695.1	ERR1541441
573.21249	GCA_900508705.1	ERR1541445
573.21250	GCA_900508715.1	ERR1541447
573.21251	GCA_900508725.1	ERR1541448
573.21252	GCA_900508735.1	ERR1541446
573.21253	GCA_900508745.1	ERR1541449
573.21254	GCA_900508755.1	ERR1541450
573.21255	GCA_900508775.1	ERR1541452
573.21256	GCA_900508765.1	ERR1541453
573.21257	GCA_900508785.1	ERR1541455
573.21258	GCA_900508795.1	ERR1541457
573.21259	GCA_900508805.1	ERR1541454
573.21260	GCA_900508815.1	ERR1541456
573.21261	GCA_900508825.1	ERR1541461
573.21262	GCA_900508835.1	ERR1541459
573.21263	GCA_900508845.1	ERR1541464
573.21264	GCA_900508855.1	ERR1541468
